Date;Categorie;Description;Marque;quantité;prix actuel;prix avant reduc;pourcentage reduc;prix par unité
02/05/2023;sante-bio;Psyllium Blond Bio;Sfb;200 g;8,72 ¬ ;11,41 ¬ ;-24%;43,60 ¬ /kg
02/05/2023;sante-bio;Barre Protéinée Bouddha Cacao & Fruits à Coques Bio;Iswari;47 g;1,98 ¬ ;2,45 ¬ ;-19%;42,13 ¬ /kg
02/05/2023;sante-bio;Sève de Bouleau des Pyrénées Bio;Fée Nature;3,00 L;22,75 ¬ ;26,70 ¬ ;-15%;7,58 ¬ /L
02/05/2023;sante-bio;Sel d'Epsom;Nature et Partage;1 kg;5,20 ¬ ;6,40 ¬ ;-19%;5,20 ¬ /kg
02/05/2023;sante-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;sante-bio;Protéine de Chanvre bio;Iswari;250 g;7,58 ¬ ;9,50 ¬ ;-20%;30,32 ¬ /kg
02/05/2023;sante-bio;Huile Essentielle de Tea Tree Bio;Bonescient;10 mL;3,72 ¬ ;5,87 ¬ ;-37%;372,00 ¬ /L
02/05/2023;sante-bio;Barre Protéinée Bouddha Chia Citron & Spiruline Bio;Iswari;47 g;1,98 ¬ ;2,46 ¬ ;-20%;42,13 ¬ /kg
02/05/2023;sante-bio;Sève de Bouleau Bio;Fée Nature;5,00 L;34,10 ¬ ;38,57 ¬ ;-12%;6,82 ¬ /L
02/05/2023;sante-bio;Vitamines B12 (1 mg) + Iode et Sélénium x 60;Argalys;Pas de quantité;13,98 ¬ ;17,86 ¬ ;-22%;0,23 ¬ /unité
02/05/2023;sante-bio;Eau Florale de Lavande officinale Bio;Bonescient;200 mL;6,17 ¬ ;9,81 ¬ ;-37%;30,85 ¬ /L
02/05/2023;sante-bio;Magnésium Marin + B6 x 80;Nat et Form;Pas de quantité;5,95 ¬ ;6,78 ¬ ;-12%;0,07 ¬ /unité
02/05/2023;sante-bio;Sève de Bouleau des Pyrénées Bio;Fée Nature;1,00 L;9,90 ¬ ;11,81 ¬ ;-16%;9,90 ¬ /L
02/05/2023;sante-bio;Huile Essentielle de Menthe Poivrée Bio;Bonescient;10 mL;4,50 ¬ ;6,38 ¬ ;-29%;450,00 ¬ /L
02/05/2023;sante-bio;Eau Florale de Fleur D'Oranger Bio;Bonescient;200 mL;8,11 ¬ ;10,87 ¬ ;-25%;40,55 ¬ /L
02/05/2023;sante-bio;Petit Déjeuner Éveil du Bouddha Açaï Banane et Fraise bio;Iswari;360 g;7,90 ¬ ;9,43 ¬ ;-16%;21,94 ¬ /kg
02/05/2023;sante-bio;Charbon Végétal Activé en Poudre;Sfb;150 g;8,12 ¬ ;12,63 ¬ ;-36%;54,13 ¬ /kg
02/05/2023;sante-bio;Eau Florale de Bleuet Bio;Bonescient;200 mL;6,08 ¬ ;10,37 ¬ ;-41%;30,40 ¬ /L
02/05/2023;sante-bio;Sel de Nigari (Chlorure De Magnésium);Celnat;100 g;1,86 ¬ ;2,09 ¬ ;-11%;18,60 ¬ /kg
02/05/2023;sante-bio;Protéines Super Vegan Bio;Iswari;250 g;9,14 ¬ ;11,31 ¬ ;-19%;36,56 ¬ /kg
02/05/2023;sante-bio;Petit Déjeuner Éveil du Bouddha Maxi Protéines bio;Iswari;360 g;7,90 ¬ ;9,75 ¬ ;-19%;21,94 ¬ /kg
02/05/2023;sante-bio;Spiruline bio en poudre;Iswari;125 g;7,24 ¬ ;8,20 ¬ ;-12%;57,92 ¬ /kg
02/05/2023;sante-bio;Açaï bio en poudre;Iswari;70 g;10,20 ¬ ;14,56 ¬ ;-30%;145,71 ¬ /kg
02/05/2023;sante-bio;Huile de Jojoba Bio;Avril;100 mL;10,20 ¬ ;12,00 ¬ ;-15%;102,00 ¬ /L
02/05/2023;sante-bio;Vegaflore Pré Et Probiotiques x 60;Argalys;Pas de quantité;16,99 ¬ ;21,90 ¬ ;-22%;0,28 ¬ /unité
02/05/2023;sante-bio;Huile Essentielle de Ravintsara Bio;Bonescient;10 mL;3,73 ¬ ;5,80 ¬ ;-36%;373,00 ¬ /L
02/05/2023;sante-bio;Petit Déjeuner Éveil du Bouddha à la Framboise bio;Iswari;360 g;7,90 ¬ ;9,58 ¬ ;-18%;21,94 ¬ /kg
02/05/2023;sante-bio;Oméga 3 Dha x 60;Argalys;Pas de quantité;18,48 ¬ ;22,31 ¬ ;-17%;0,31 ¬ /unité
02/05/2023;sante-bio;Huile Essentielle de Lavande Officinale Bio;Bonescient;10 mL;6,98 ¬ ;12,42 ¬ ;-44%;698,00 ¬ /L
02/05/2023;sante-bio;Huile de Bourrache Onagre Bio x 120;Nat et Form;Pas de quantité;11,95 ¬ ;13,95 ¬ ;-14%;0,10 ¬ /unité
02/05/2023;sante-bio;Vitamine D3 + Zinc x 60;Nat et Form;Pas de quantité;7,35 ¬ ;8,70 ¬ ;-16%;0,12 ¬ /unité
02/05/2023;sante-bio;Maca en poudre Bio;Iswari;250 g;9,18 ¬ ;10,83 ¬ ;-15%;36,72 ¬ /kg
02/05/2023;sante-bio;Huile Essentielle de Lavandin Super Bio;Bonescient;10 mL;3,15 ¬ ;5,36 ¬ ;-41%;315,00 ¬ /L
02/05/2023;sante-bio;Huile d'Amande Douce Bio;Avril;100 mL;9,35 ¬ ;11,00 ¬ ;-15%;93,50 ¬ /L
02/05/2023;sante-bio;Super Petit Déjeuner Cacao et Purée de Noisette Bio;Iswari;360 g;5,96 ¬ ;7,07 ¬ ;-16%;16,56 ¬ /kg
02/05/2023;sante-bio;Shot de Jus de Gingembre au Miel Bio;Dame Gingembre;6 mL;2,90 ¬ ;3,21 ¬ ;-10%;483,33 ¬ /L
02/05/2023;sante-bio;Petit Déjeuner Éveil du Bouddha au Cacao Bio;Iswari;360 g;7,90 ¬ ;9,95 ¬ ;-21%;21,94 ¬ /kg
02/05/2023;sante-bio;Magnésium + Potassium + Vitamine B6 Bio x 60;Argalys;Pas de quantité;11,98 ¬ ;14,83 ¬ ;-19%;0,20 ¬ /unité
02/05/2023;sante-bio;Sève de Bouleau et Bourgeons de Cassis Bio;Fée Nature;2,00 L;16,51 ¬ ;18,25 ¬ ;-10%;8,26 ¬ /L
02/05/2023;sante-bio;Fer + Vitamine C, B9 et Carotte x 60;Argalys;Pas de quantité;15,95 ¬ ;19,50 ¬ ;-18%;0,27 ¬ /unité
02/05/2023;sante-bio;Collagène Vegan x 60;Argalys;Pas de quantité;19,90 ¬ ;22,50 ¬ ;-12%;0,33 ¬ /unité
02/05/2023;sante-bio;Barre Energétique Café Chocolat Noir Amande Bio;Blast Snack;40 g;1,97 ¬ ;2,49 ¬ ;-21%;49,25 ¬ /kg
02/05/2023;sante-bio;Macérat Huileux de Carotte Bio;Avril;100 mL;6,60 ¬ ;8,00 ¬ ;-18%;66,00 ¬ /L
02/05/2023;sante-bio;Argent Colloïdal 15ppm;Argent Vital;500 g;15,40 ¬ ;20,32 ¬ ;-24%;30,80 ¬ /kg
02/05/2023;sante-bio;Cure Vegan Protéinée Bio;La Mandorle;230 g;12,99 ¬ ;16,18 ¬ ;-20%;56,48 ¬ /kg
02/05/2023;sante-bio;Baume Sommeil Paisible Bio;Les Baumes du Hibou;30 mL;6,93 ¬ ;8,20 ¬ ;-15%;231,00 ¬ /L
02/05/2023;sante-bio;Petit Déjeuner Éveil du Bouddha Maca Vanille bio;Iswari;360 g;7,90 ¬ ;9,75 ¬ ;-19%;21,94 ¬ /kg
02/05/2023;sante-bio;Moringa bio en poudre;Iswari;125 g;6,90 ¬ ;7,68 ¬ ;-10%;55,20 ¬ /kg
02/05/2023;sante-bio;Magnésium Marin + B6 x 40;Nat et Form;Pas de quantité;3,55 ¬ ;4,28 ¬ ;-17%;0,09 ¬ /unité
02/05/2023;sante-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;sante-bio;Charbon Végétal Super Activé x 120;Sfb;Pas de quantité;9,68 ¬ ;14,87 ¬ ;-35%;0,08 ¬ /unité
02/05/2023;sante-bio;Eau Florale de Camomille Romaine Bio;Bonescient;200 mL;7,45 ¬ ;10,49 ¬ ;-29%;37,25 ¬ /L
02/05/2023;sante-bio;Huile Essentielle de Tea Tree Bio;Bonescient;30 mL;8,06 ¬ ;10,93 ¬ ;-26%;268,67 ¬ /L
02/05/2023;sante-bio;Protéines de Pois Jaunes Bio;Iswari;250 g;8,18 ¬ ;9,95 ¬ ;-18%;32,72 ¬ /kg
02/05/2023;sante-bio;Huile Végétale Ricin;Bonescient;50 mL;5,23 ¬ ;6,48 ¬ ;-19%;104,60 ¬ /L
02/05/2023;sante-bio;Petit Déjeuner Éveil du Bouddha Mangue et Baobab bio;Iswari;360 g;7,90 ¬ ;10,08 ¬ ;-22%;21,94 ¬ /kg
02/05/2023;sante-bio;Griffonia x 200;Nat et Form;Pas de quantité;6,97 ¬ ;8,59 ¬ ;-19%;0,03 ¬ /unité
02/05/2023;sante-bio;Eau Florale d'Hamamélis Certifiée Bio;Avril;200 mL;5,90 ¬ ;7,00 ¬ ;-16%;29,50 ¬ /L
02/05/2023;sante-bio;Baume Apaise Piqûre Bio;Les Baumes du Hibou;30 mL;6,93 ¬ ;8,20 ¬ ;-15%;231,00 ¬ /L
02/05/2023;sante-bio;Multivitamines et Minéraux x 60;Argalys;Pas de quantité;17,99 ¬ ;22,00 ¬ ;-18%;0,30 ¬ /unité
02/05/2023;sante-bio;Huile d'Argan Bio;Avril;100 mL;11,98 ¬ ;15,00 ¬ ;-20%;119,80 ¬ /L
02/05/2023;sante-bio;Gommes Junior 9 Vitamines x 60;Nat et Form;Pas de quantité;5,19 ¬ ;5,94 ¬ ;-13%;0,09 ¬ /unité
02/05/2023;sante-bio;Eau Florale d'Hélichryse Bio;Bonescient;200 mL;7,03 ¬ ;9,81 ¬ ;-28%;35,15 ¬ /L
02/05/2023;sante-bio;Chardon Marie Bio x 200;Nat et Form;Pas de quantité;9,95 ¬ ;11,49 ¬ ;-13%;0,05 ¬ /unité
02/05/2023;sante-bio;Levure de Bière Non Revivifiable Bio x 200;Nat et Form;Pas de quantité;11,90 ¬ ;14,95 ¬ ;-20%;0,06 ¬ /unité
02/05/2023;sante-bio;Huile Essentielle de Gaultherie Bio;Bonescient;10 mL;4,12 ¬ ;5,80 ¬ ;-29%;412,00 ¬ /L
02/05/2023;sante-bio;Huile De Foie De Morue x 200;Nat et Form;Pas de quantité;7,08 ¬ ;8,39 ¬ ;-16%;0,04 ¬ /unité
02/05/2023;sante-bio;Barre Energétique Figues Gingembre Amande Bio;Blast Snack;40 g;2,12 ¬ ;2,49 ¬ ;-15%;53,00 ¬ /kg
02/05/2023;sante-bio;Beurre de Cacao Cru Bio;Iswari;125 g;4,75 ¬ ;6,44 ¬ ;-26%;38,00 ¬ /kg
02/05/2023;sante-bio;Vitamine D3;Argalys;30 mL;15,29 ¬ ;18,00 ¬ ;-15%;509,67 ¬ /L
02/05/2023;sante-bio;Charbon Végétal Activé x 60;Nat et Form;Pas de quantité;5,60 ¬ ;6,70 ¬ ;-16%;0,09 ¬ /unité
02/05/2023;sante-bio;Vitamine B12 - BéDouze Passion Bio x 120;Bio Frères;Pas de quantité;19,95 ¬ ;24,08 ¬ ;-17%;0,17 ¬ /unité
02/05/2023;sante-bio;Crème réparatrice 40% de Miel de Manuka IAA10+;Comptoirs et Compagnies;40 g;9,90 ¬ ;12,09 ¬ ;-18%;247,50 ¬ /kg
02/05/2023;sante-bio;Huile Essentielle De Citronnelle Bio;Bonescient;10 mL;3,94 ¬ ;5,20 ¬ ;-24%;394,00 ¬ /L
02/05/2023;sante-bio;Gommes Prodi' Night - Sommeil x 60;Nat et Form;Pas de quantité;8,40 ¬ ;9,95 ¬ ;-16%;0,14 ¬ /unité
02/05/2023;sante-bio;Baume Soin des Pieds;Les Baumes du Hibou;30 g;6,93 ¬ ;8,20 ¬ ;-15%;231,00 ¬ /kg
02/05/2023;sante-bio;Boîte de 12 Préservatifs Latex Naturel & Vegans Ultra-Fins;Xo!;46 g;8,30 ¬ ;9,95 ¬ ;-17%;180,43 ¬ /kg
02/05/2023;sante-bio;Konjac Bio x 200;Nat et Form;Pas de quantité;12,62 ¬ ;14,95 ¬ ;-16%;0,06 ¬ /unité
02/05/2023;sante-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;sante-bio;Spray Répulsif Anti-Moustiques;Aries;100 mL;11,65 ¬ ;13,90 ¬ ;-16%;116,50 ¬ /L
02/05/2023;epicerie-salee-bio;Huile d'Olive Vierge Extra Origine Italie Bio;La Fourche;1,00 L;9,49 ¬ ;17,00 ¬ ;-44%;9,49 ¬ /L
02/05/2023;epicerie-salee-bio;Sauce Tomate Provençale Bio;La Fourche;350 g;1,89 ¬ ;2,94 ¬ ;-36%;5,40 ¬ /kg
02/05/2023;epicerie-salee-bio;Pesto Vert Bio;La Fourche;180 g;2,89 ¬ ;5,78 ¬ ;-50%;16,06 ¬ /kg
02/05/2023;epicerie-salee-bio;Pois Chiches au Naturel France Bio;La Fourche;420 g net ég.;2,99 ¬ ;4,80 ¬ ;-38%;7,12 ¬ /kg
02/05/2023;epicerie-salee-bio;Tomates Séchées à l'Huile Bio;La Fourche;280 g;3,39 ¬ ;5,91 ¬ ;-43%;12,11 ¬ /kg
02/05/2023;epicerie-salee-bio;Moutarde de Dijon Bio;La Fourche;350 g;2,10 ¬ ;3,11 ¬ ;-32%;6,00 ¬ /kg
02/05/2023;epicerie-salee-bio;Haricots verts coupés Extra fins France Bio;La Fourche;360 g net ég.;2,99 ¬ ;4,36 ¬ ;-31%;8,31 ¬ /kg
02/05/2023;epicerie-salee-bio;Sauce Tomate Basilic Bio;La Fourche;350 g;1,94 ¬ ;2,99 ¬ ;-35%;5,54 ¬ /kg
02/05/2023;epicerie-salee-bio;Vinaigre Balsamique de Modène IGP Bio;La Fourche;1,00 L;5,95 ¬ ;9,66 ¬ ;-38%;5,95 ¬ /L
02/05/2023;epicerie-salee-bio;Maïs Doux du Sud-Ouest Bio;La Fourche;230 g net ég.;1,99 ¬ ;2,75 ¬ ;-28%;8,65 ¬ /kg
02/05/2023;epicerie-salee-bio;Tomates Concassées Bio;La Fourche;400 g;1,25 ¬ ;1,65 ¬ ;-24%;3,13 ¬ /kg
02/05/2023;epicerie-salee-bio;Torsades au Sarrasin Bio;La Fourche;250 g;2,49 ¬ ;3,50 ¬ ;-29%;9,96 ¬ /kg
02/05/2023;epicerie-salee-bio;Huile de Tournesol Vierge Origine France Bio;La Fourche;1,00 L;4,74 ¬ ;6,61 ¬ ;-28%;4,74 ¬ /L
02/05/2023;epicerie-salee-bio;Pesto Rouge Bio;La Fourche;190 g;2,95 ¬ ;5,30 ¬ ;-44%;15,53 ¬ /kg
02/05/2023;epicerie-salee-bio;Huile de Colza Vierge Bio;La Fourche;1,00 L;4,99 ¬ ;7,97 ¬ ;-37%;4,99 ¬ /L
02/05/2023;epicerie-salee-bio;Houmous Bio;La Fourche;180 g;2,49 ¬ ;5,24 ¬ ;-52%;13,83 ¬ /kg
02/05/2023;epicerie-salee-bio;Olives Kalamata Dénoyautées Bio;La Fourche;160 g net ég.;2,55 ¬ ;4,01 ¬ ;-36%;15,94 ¬ /kg
02/05/2023;epicerie-salee-bio;Huile d'Olive Vierge Extra Origine Espagne Bio;La Fourche;3,00 L;26,45 ¬ ;34,04 ¬ ;-22%;8,82 ¬ /L
02/05/2023;epicerie-salee-bio;Torsades de Lentilles Corail Bio;La Fourche;250 g;2,49 ¬ ;3,35 ¬ ;-26%;9,96 ¬ /kg
02/05/2023;epicerie-salee-bio;Haricots Rouges France Bio;La Fourche;425 g net ég.;3,69 ¬ ;6,05 ¬ ;-39%;8,68 ¬ /kg
02/05/2023;epicerie-salee-bio;Ketchup Bio;La Fourche;560 g;2,95 ¬ ;4,19 ¬ ;-30%;5,27 ¬ /kg
02/05/2023;epicerie-salee-bio;Concentré de Tomates Bio;La Fourche;200 g;1,74 ¬ ;2,43 ¬ ;-28%;8,70 ¬ /kg
02/05/2023;epicerie-salee-bio;Huile de Tournesol Vierge Origine France Bio;La Fourche;3,00 L;13,95 ¬ ;25,45 ¬ ;-45%;4,65 ¬ /L
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Poivrons Grillés à l'Huile Bio;La Fourche;190 g;2,89 ¬ ;4,65 ¬ ;-38%;15,21 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Courgettes à la Provençale Bio;La Fourche;1 kg;3,99 ¬ ;7,48 ¬ ;-47%;3,99 ¬ /kg
02/05/2023;epicerie-salee-bio;Moutarde de Dijon Bio;La Fourche;720 g;4,30 ¬ ;6,68 ¬ ;-36%;5,97 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Torsades de Pois Chiches Bio;La Fourche;250 g;2,49 ¬ ;3,58 ¬ ;-30%;9,96 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Tortilla Wraps au blé complet Bio - x6;Acapulco;240 g;1,73 ¬ ;2,37 ¬ ;-27%;7,21 ¬ /kg
02/05/2023;epicerie-salee-bio;Olives Vertes Dénoyautées Bio;La Fourche;160 g net ég.;2,28 ¬ ;3,38 ¬ ;-33%;14,25 ¬ /kg
02/05/2023;epicerie-salee-bio;Cornichons Aigre-Doux Bio;La Fourche;360 g net ég.;3,98 ¬ ;6,71 ¬ ;-41%;11,06 ¬ /kg
02/05/2023;epicerie-salee-bio;Bouillon De Légumes Cubes Bio;Philia;66 g;0,99 ¬ ;1,36 ¬ ;-27%;15,00 ¬ /kg
02/05/2023;epicerie-salee-bio;Flageolets France Bio;La Fourche;420 g net ég.;2,99 ¬ ;5,53 ¬ ;-46%;7,12 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Torsades de Pois Cassés Bio;La Fourche;250 g;2,49 ¬ ;3,65 ¬ ;-32%;9,96 ¬ /kg
02/05/2023;epicerie-salee-bio;Artichauts Grillés à l'Huile Bio;La Fourche;190 g;2,99 ¬ ;3,78 ¬ ;-21%;15,74 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Levure maltée en paillettes;Philia;250 g;3,52 ¬ ;4,99 ¬ ;-29%;14,08 ¬ /kg
02/05/2023;epicerie-salee-bio;Cannelle Moulue Bio;La Fourche;150 g;3,98 ¬ ;9,47 ¬ ;-58%;26,53 ¬ /kg
02/05/2023;epicerie-salee-bio;Torsades Maïs-Riz Bio;La Fourche;250 g;1,95 ¬ ;2,46 ¬ ;-21%;7,80 ¬ /kg
02/05/2023;epicerie-salee-bio;Curry Jaune Moulu Bio;La Fourche;150 g;4,59 ¬ ;8,81 ¬ ;-48%;30,60 ¬ /kg
02/05/2023;epicerie-salee-bio;Tomates Séchées à l'Huile Bio;La Fourche;190 g;2,55 ¬ ;4,22 ¬ ;-40%;13,42 ¬ /kg
02/05/2023;epicerie-salee-bio;Tomates Pelées Bio;La Fourche;400 g;1,29 ¬ ;1,55 ¬ ;-17%;3,23 ¬ /kg
02/05/2023;epicerie-salee-bio;Tofu Fumé Bio;Moulin Des Moines;200 g;2,45 ¬ ;3,15 ¬ ;-22%;12,25 ¬ /kg
02/05/2023;epicerie-salee-bio;Coulis de Tomates Bio;La Fourche;350 g;1,79 ¬ ;2,55 ¬ ;-30%;5,11 ¬ /kg
02/05/2023;epicerie-salee-bio;Mayonnaise Bio;La Fourche;320 g;3,25 ¬ ;4,25 ¬ ;-24%;10,16 ¬ /kg
02/05/2023;epicerie-salee-bio;Pesto Vert Vegan Bio;La Fourche;180 g;3,05 ¬ ;4,63 ¬ ;-34%;16,94 ¬ /kg
02/05/2023;epicerie-salee-bio;Crème Entière Liquide Stérilisée UHT Bio - 3x20cl;Natur'Avenir;600 mL;3,98 ¬ ;5,16 ¬ ;-23%;6,63 ¬ /L
02/05/2023;epicerie-salee-bio;Tapenade d'Olives Vertes Bio;La Fourche;180 g;2,99 ¬ ;7,54 ¬ ;-60%;16,61 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Curcuma Moulu Bio;La Fourche;250 g;3,59 ¬ ;10,13 ¬ ;-65%;14,36 ¬ /kg
02/05/2023;epicerie-salee-bio;Pois Chiches Bio;Elibio;265 g;1,19 ¬ ;1,49 ¬ ;-20%;4,49 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Tofu Nature Bio;Moulin Des Moines;200 g;2,40 ¬ ;3,12 ¬ ;-23%;12,00 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Soja Cuisine Origine France Bio - 3x20cl;Soy;600 mL;3,30 ¬ ;4,41 ¬ ;-25%;5,50 ¬ /L
02/05/2023;epicerie-salee-bio;Chips de lentilles Bio;Lima;90 g;1,50 ¬ ;2,08 ¬ ;-28%;16,67 ¬ /kg
02/05/2023;epicerie-salee-bio;Crème d'Artichauts Bio;La Fourche;190 g;3,29 ¬ ;6,15 ¬ ;-47%;17,32 ¬ /kg
02/05/2023;epicerie-salee-bio;Lentilles Vertes Bio;La Fourche;420 g net ég.;2,99 ¬ ;4,38 ¬ ;-32%;7,12 ¬ /kg
02/05/2023;epicerie-salee-bio;Délice de Tomate Séchées Bio;La Fourche;200 g;2,79 ¬ ;6,87 ¬ ;-59%;13,95 ¬ /kg
02/05/2023;epicerie-salee-bio;Tomates Concassées Bio;La Fourche;800 g;2,38 ¬ ;2,97 ¬ ;-20%;2,97 ¬ /kg
02/05/2023;epicerie-salee-bio;Chair de Tomates Bio;La Fourche;400 g;1,86 ¬ ;2,35 ¬ ;-21%;4,65 ¬ /kg
02/05/2023;epicerie-salee-bio;Passata Bio;La Fourche;690 g;1,80 ¬ ;2,03 ¬ ;-11%;2,61 ¬ /kg
02/05/2023;epicerie-salee-bio;Huile d'Olive Vierge Extra Origine Espagne Bio;La Fourche;1,00 L;8,95 ¬ ;10,07 ¬ ;-11%;8,95 ¬ /L
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Moutarde à l'Ancienne Bio;La Fourche;340 g;2,69 ¬ ;3,91 ¬ ;-31%;7,91 ¬ /kg
02/05/2023;epicerie-salee-bio;Avoine Cuisine Bio;Lima;200 mL;0,90 ¬ ;1,24 ¬ ;-27%;4,50 ¬ /L
02/05/2023;epicerie-salee-bio;Petits Pois Très Fins & Carottes Rondelles France Bio;La Fourche;420 g net ég.;3,69 ¬ ;5,03 ¬ ;-27%;8,79 ¬ /kg
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Haricots Rouges Bio;Luce;400 g net ég.;1,50 ¬ ;1,84 ¬ ;-18%;3,75 ¬ /kg
02/05/2023;epicerie-salee-bio;Huile de Lin Vierge Bio;Bio Planete;250 mL;4,75 ¬ ;6,67 ¬ ;-29%;19,00 ¬ /L
02/05/2023;epicerie-salee-bio;aucune;aucune;Pas de quantité;aucun;aucun;aucun;aucun
02/05/2023;epicerie-salee-bio;Huile de Colza Vierge Bio;La Fourche;3,00 L;13,95 ¬ ;21,89 ¬ ;-36%;4,65 ¬ /L
02/05/2023;epicerie-salee-bio;Spaghetti Demi-Complets Bio;Bio Pour Tous;500 g;1,25 ¬ ;1,55 ¬ ;-19%;2,50 ¬ /kg
02/05/2023;epicerie-salee-bio;Cumin Moulu Bio;La Fourche;150 g;7,35 ¬ ;12,62 ¬ ;-42%;49,00 ¬ /kg
02/05/2023;epicerie-salee-bio;Maïzena Bio;Joannusmolen;250 g;2,89 ¬ ;3,83 ¬ ;-25%;11,56 ¬ /kg
02/05/2023;epicerie-sucree-bio;Purée 100% Cacahuètes Bio;La Fourche;500 g;4,90 ¬ ;7,17 ¬ ;-32%;9,80 ¬ /kg
02/05/2023;epicerie-sucree-bio;Tahin 100% Sésame Demi-Complet Bio;La Fourche;500 g;5,29 ¬ ;8,14 ¬ ;-35%;10,58 ¬ /kg
02/05/2023;epicerie-sucree-bio;Pâte à Tartiner Chocolat Noisettes Bio;La Fourche;700 g;6,89 ¬ ;9,61 ¬ ;-28%;9,84 ¬ /kg
02/05/2023;epicerie-sucree-bio;Purée 100% Noisettes Bio;La Fourche;500 g;11,20 ¬ ;16,18 ¬ ;-31%;22,40 ¬ /kg
02/05/2023;epicerie-sucree-bio;Farine de blé T80 Bio;La Fourche;1 kg;1,80 ¬ ;2,44 ¬ ;-26%;1,80 ¬ /kg
02/05/2023;epicerie-sucree-bio;Farine de Blé T45 Bio;La Fourche;1 kg;1,80 ¬ ;2,48 ¬ ;-27%;1,80 ¬ /kg
02/05/2023;epicerie-sucree-bio;Farine de sarrasin Bio;La Fourche;1 kg;3,69 ¬ ;4,83 ¬ ;-24%;3,69 ¬ /kg
02/05/2023;epicerie-sucree-bio;Chocolat noir 85% République Dominicaine Bio et Équitable;La Fourche;100 g;1,95 ¬ ;2,55 ¬ ;-24%;19,50 ¬ /kg
